Batch_id,Batch_name,Batch_THF_ref,Batch_id,Date,Technicien_id,Batch_KC8,Masse_KC8,Volume_THF,Ref_plaque,Vitesse_agitation,Heure_debut,Lab_HR,Lab_T,BaG_T,BaG_H2O_ppm,BaG_O2_ppm,Observations,Batch_id,Date,Technicien_id,Ajout_THF_JourJ,Heure_ajout2,Volume_THF_ajout2,Heure_debut_sedimentation,Heure_fin_sedimentation,Sediments,Ctrl_visuel_couleur,Lab_HR,Lab_T,BaG_T,BaG_H2O_ppm,BaG_O2_ppm,Observations,Centrifugation,Batch_id,Date,Technicien_id,Debit_air_synthetique,Temps_oxidation,Lab_HR,Lab_T,Observations,Batch_id,Date,Technicien_id,m_OGD,m_THF,Abs_800,QC_Conc_OGD,QC_Categorie,Stockage_recipient,Stockage_Emplacement,Stockage_Utilisation,Observations
59,2319B,NA,59,2023-05-10,4,K17,10.0037,500.0,2,230.0,2023-05-10 08:25:00,40.0,21.0,28.0,0.09,1.2,,59,2023-05-16,4,0,2023-05-16 08:20:00,500.0,2023-05-16 00:00:00,2023-05-16 00:00:00,PAS DE SEDIMENTATION,BRUN,38.0,20.0,28.0,0.09,0.09,PAS DE SEDIMENTATION,1,59,2023-05-16,4,1.0,200.0,38.0,21.0,,59,2023-05-16,3,0.306,2.721,0.0,0.865,-1,,,,None
61,2320A,NA,61,2023-05-16,4,K16,10.0154,500.0,1,230.0,2023-05-16 08:30:00,38.0,20.0,28.0,0.09,0.09,MIK KC8 K16 - K17,61,2023-05-22,4,0,2023-05-22 08:45:00,500.0,2023-05-22 09:20:00,2023-05-22 09:50:00,OK,OR JAUNE,55.0,22.0,29.3,0.09,0.5,,1,61,2023-05-22,4,0.1,0.0,48.0,24.0,,61,2023-05-22,3,0.306,2.873,0.0,0.901,-1,,,,None
62,2320B,NA,62,2023-05-17,3,K20,10.0532,500.0,2,230.0,2023-05-17 10:15:00,27.5,20.5,27.4,0.09,0.09,BATCH POUR R&D EN UTILISANT ERLEN DU BATCH 2319B,62,2023-05-23,3,0,2023-05-23 08:50:00,500.0,2023-05-23 10:40:00,2023-05-23 11:10:00,OR ET NOIR,JAUNE CLAIR,52.9,23.2,0.0,0.09,1.5,,1,62,2023-05-23,3,0.1,0.0,51.4,25.3,POUR 100 ML,62,2023-05-23,3,0.307,2.7,0.0,0.855,-1,,,,None
63,2320C,NA,63,2023-05-19,4,K20,10.1817,500.0,3,203.0,2023-05-19 10:15:00,29.0,20.0,0.0,0.09,0.09,FIN DE KEG THF - UTILISATION THF DE VWR AVEC KF 172 PPM,63,2023-05-25,3,0,2023-05-25 08:30:00,500.0,2023-05-25 08:30:00,2023-05-25 09:00:00,NOIR,JAUNE ORANGé,29.3,22.4,29.2,0.09,0.6,FUITE THF DANS CENTRI,1,63,2023-05-25,3,0.1,0.0,26.4,24.2,,63,2023-05-25,4,0.32,2.969,0.0,1.06,-1,,,,None
64,2321A,NA,64,2023-05-24,4,K20,10.0255,500.0,1,230.0,2023-05-24 08:25:00,45.0,22.5,29.0,0.09,0.6,,64,2023-05-30,3,0,2023-05-30 08:25:00,500.0,2023-05-30 08:00:00,2023-05-30 08:30:00,NOIR PEU D'OR,ORANGE FONCE,44.3,24.3,31.0,0.09,1.0,JOINT FONDU,1,64,2023-05-30,3,0.1,200.0,36.1,27.0,,64,2023-05-30,4,0.343,3.003,0.0,0.49,-1,,,,None
65,2321B,NA,65,2023-05-25,3,K20,10.0075,500.0,2,230.0,2023-05-25 08:25:00,29.2,22.3,29.1,20.1,0.6,,65,2023-06-01,3,0,2023-06-01 11:20:00,500.0,2023-06-01 08:15:00,2023-06-01 08:45:00,OK,NOIR NOIR,45.3,24.2,30.5,0.09,0.6,PAS DE CENTRI,0,65,2023-06-01,3,0.1,200.0,0.0,0.0,RESIDU DANS SCHLENK,65,2023-06-01,3,0.308,2.707,0.806,0.806,-1,,,,None
66,2321C,NA,66,2023-05-26,4,K19,10.0862,500.0,3,230.0,2023-05-26 08:25:00,37.0,23.0,0.0,0.09,0.8,,66,2023-06-02,4,0,2023-06-02 08:08:00,500.0,2023-06-02 08:20:00,2023-06-02 09:00:00,NOIR EPAIS PEU DE KC8,,44.0,25.0,31.0,0.09,0.5,NON CENTRIF,1,66,2023-06-02,4,0.0,0.0,0.0,0.0,,66,2023-06-02,3,0.314,2.698,0.0,1.226,-1,,,,None
67,2322A,NA,67,2023-05-31,4,K19,10.1533,500.0,1,230.0,2023-05-31 11:00:00,0.0,0.0,31.0,0.09,2.0,CHANGEMENT FORMULAIRE,67,2023-06-05,4,0,2023-06-05 08:25:00,500.0,2023-06-05 08:35:00,2023-06-05 09:05:00,NOIR PEU D'OR,,0.0,0.0,32.4,0.09,0.6,NON CENTRI,0,67,2023-06-06,3,0.1,400.0,41.2,27.0,,67,2023-06-06,3,0.0,0.0,0.784,0.784,-1,,,,None
69,2322C,NA,69,2023-06-02,4,K19,10.0033,500.0,3,230.0,2023-06-02 08:50:00,0.0,0.0,31.0,0.09,0.6,,69,2023-06-08,3,0,2023-06-08 08:50:00,500.0,2023-06-08 08:15:00,2023-06-08 08:45:00,NOIR PEU D'OR,JAUNE FONCE,0.0,0.0,33.0,0.09,0.2,ERREUR CENTRI,1,69,2023-06-08,3,0.1,200.0,45.7,29.7,DANS BOUTEILLE 1L,69,2023-06-08,4,0.315,2.687,0.1616,1.616,-1,,,,None
70,2323A,NA,70,2023-06-07,4,K19,10.0791,500.0,1,230.0,2023-06-07 08:50:00,0.0,0.0,33.0,0.09,1.2,MIX DE KC8 17-18-19,70,2023-06-12,3,0,2023-06-12 09:05:00,500.0,2023-06-12 00:00:00,2023-06-12 00:00:00,ESSAO VALEO,,0.0,0.0,32.0,0.09,0.5,,0,70,2023-06-12,4,0.1,420.0,53.0,25.0,,70,2023-06-13,4,0.0,0.0,0.8574,0.8574,-1,,,,None
71,2323B,NA,71,2023-06-08,3,K19,10.093,500.0,2,230.0,2023-06-08 08:10:00,0.0,0.0,31.8,0.09,0.2,,71,2023-06-14,4,0,2023-06-14 08:20:00,500.0,2023-06-14 08:45:00,2023-06-14 09:15:00,,,0.0,0.0,32.7,0.09,0.5,PAS DE CENTRI,0,71,2023-06-14,3,0.1,420.0,53.6,25.2,PBLM SECURITE,71,2023-06-14,4,0.0,0.0,1.3051,1.3051,-1,,,,None
72,2323C,NA,72,2023-06-09,4,K19,10.1313,500.0,3,230.0,2023-06-09 08:40:00,0.0,0.0,33.0,0.09,0.3,,72,2023-06-15,4,0,2023-06-15 08:50:00,500.0,2023-06-15 07:25:00,2023-06-15 08:00:00,NOIR,ORANGé OR,0.0,0.0,32.0,0.09,0.09,,1,72,2023-06-15,4,0.1,200.0,44.0,26.0,,72,2023-06-15,3,0.298,2.71,0.1346,1.346,-1,,,,None
73,2324A,NA,73,2023-06-13,4,K23,10.1422,500.0,1,230.0,2023-06-13 08:20:00,0.0,0.0,25.0,0.09,0.5,,73,2023-06-20,4,0,2023-06-20 09:20:00,500.0,2023-06-20 10:20:00,2023-06-20 10:50:00,NOIR PEU DE TRACE DE KC8,OR,0.0,0.0,30.0,0.09,0.09,,1,73,2023-06-19,4,0.1,200.0,47.0,29.0,,73,2023-06-20,3,0.302,2.711,0.1667,1.66,-1,,,,None
74,2324B,NA,74,2023-06-14,3,K24,5.0747,500.0,2,230.0,2023-06-14 08:45:00,0.0,0.0,32.4,0.09,0.5,BATCH POUR R&D,74,2023-06-20,3,0,2023-06-20 09:25:00,500.0,2023-06-20 07:40:00,2023-06-20 08:10:00,NOIR PEU D'OR,ORANGE - JAUNE FONCE,0.0,0.0,27.6,0.09,0.09,COULEUR SEMBLABLE A CONCENTRATIO NPLUS HAUTE 6 PEU ETRE MIEUX EXFOLLIE,1,74,2023-06-20,3,0.1,0.0,57.9,26.3,QQUES SEC JUSQU'A OBTENTION COULEUR JAUNE,74,2023-06-20,4,0.304,3.037,0.0,1.154,-1,,,,R&D
75,2324C,NA,75,2023-06-15,4,K23,10.0371,500.0,3,230.0,2023-06-15 07:26:00,0.0,0.0,32.4,0.09,0.09,,75,2023-06-21,4,0,2023-06-21 07:30:00,500.0,2023-06-21 07:15:00,2023-06-21 07:45:00,NOIR,ORANGE BRUN,0.0,0.0,33.0,0.09,0.09,,1,75,2023-06-21,4,0.1,0.0,51.0,27.0,5 S POUR 20 ML JUSQU'A CHGT COULEUR ,75,2023-06-21,3,0.321,2.689,0.0799,0.799,-1,,,,None
76,2324D,NA,76,2023-06-16,3,K23,10.788,500.0,4,230.0,2023-06-16 08:45:00,0.0,0.0,30.8,0.09,0.09,BATCH POUR R&D - THP A 279 PPM - COLORATION NOIRE RAPIDE,76,2023-06-22,3,0,2023-06-22 07:20:00,500.0,2023-06-22 08:05:00,2023-06-22 08:35:00,NOIR,BLANC,0.0,0.0,29.5,0.09,0.09,PAS DE MISE EN ETUVE LA VEILLE,1,76,2023-06-22,3,0.1,305.0,55.4,26.7,,76,2023-06-22,4,0.31,2.991,0.0,0.26,-1,,,,R&D
77,2325A,NA,77,2023-06-21,4,K23,10.1862,500.0,1,230.0,2023-06-21 07:30:00,0.0,0.0,33.0,0.09,0.09,,77,2023-06-27,4,0,2023-06-27 08:15:00,500.0,2023-06-27 08:20:00,2023-06-27 08:50:00,NOIR PEU DE KC8,OR BRUN,0.0,0.0,32.0,0.06,0.3,3/4 VOL NON CENTRIFUGE POUR ESSAIS,1,77,2023-06-27,4,0.1,30.0,36.0,27.0,,77,2023-06-27,3,0.0,0.0,0.13,1.3,-1,,,,None
78,2325B,NA,78,2023-06-22,3,K23,10.1424,500.0,2,230.0,2023-06-22 08:00:00,0.0,0.0,29.3,0.09,0.09,,78,2023-06-28,3,0,2023-06-28 08:25:00,500.0,2023-06-28 07:50:00,2023-06-28 08:20:00,NOIR PEU D'OR,ORANGE - BRUN FONCE,0.0,0.0,31.8,0.09,0.09,,1,78,2023-06-28,3,0.1,35.0,33.4,26.9,,78,2023-06-28,4,0.299,3.007,0.164,1.64,-1,,,,None
79,2325C,NA,79,2023-06-23,4,K23,10.0115,500.0,3,230.0,2023-06-23 08:30:00,0.0,0.0,30.8,0.09,0.2,BATCH POUR R&D - AJOUT DE BHT - KP A 50 PPM,79,2023-06-29,3,0,2023-06-29 07:40:00,500.0,2023-06-29 07:30:00,2023-06-29 07:55:00,NOIR,ORANGE,0.0,0.0,33.0,0.09,0.09,,1,79,2023-06-29,4,0.1,30.0,44.0,25.0,,79,2023-06-29,3,0.0,0.0,0.0,1.096,-1,,,R&D,R&D
83,2327A,NA,83,2023-07-05,4,K27,10.1326,500.0,1,230.0,2023-07-05 08:35:00,0.0,0.0,31.0,0.09,0.09,,83,2023-07-11,4,0,2023-07-11 09:15:00,500.0,2023-07-11 07:30:00,2023-07-11 08:00:00,NOIR - PEU DE KC8,BRUN OR,0.0,0.0,34.0,0.09,0.09,,1,83,2023-07-11,4,0.1,32.0,41.4,27.9,,83,2023-07-11,3,0.0,0.0,0.0,1.2,-1,,,,None
84,2327B,NA,84,2023-07-06,3,K27,10.006,500.0,2,230.0,2023-07-06 08:25:00,0.0,0.0,31.0,0.09,0.09,,84,2023-07-12,2,0,2023-07-12 07:40:00,500.0,2023-07-12 08:00:00,2023-07-12 08:45:00,NOIR - TRES PEU DE KC8,BRUN,0.0,0.0,33.0,0.09,0.09,CONSERVE EN BaG,1,84,2023-07-18,4,0.1,30.0,41.0,25.0,,84,2023-07-18,4,0.314,3.017,0.0,1.599,-1,,,IS,None
85,2327C,NA,85,2023-07-07,4,K27,10.0287,500.0,3,230.0,2023-07-07 09:45:00,0.0,0.0,32.0,0.09,0.09,,85,2023-07-13,4,0,2023-07-13 07:30:00,500.0,2023-07-13 08:45:00,2023-07-13 09:15:00,NOIR,ORANGE,0.0,0.0,31.0,0.09,0.09,STOCKAGE BaG JUSQ'A SEMAINE 29,1,85,2023-07-19,4,0.1,30.0,40.0,26.0,,85,2023-07-19,4,0.301,2.999,0.0,0.736,-1,,,IS,None
86,2328A,NA,86,2023-07-11,4,K27,10.0149,500.0,1,230.0,2023-07-11 07:35:00,0.0,0.0,34.0,0.09,0.09,,86,2023-07-17,4,0,2023-07-17 08:30:00,500.0,2023-07-17 08:35:00,2023-07-17 09:05:00,NOIR EPAIS,ORANGE BRUN,0.0,0.0,32.0,0.09,0.09,AJOUT LE JOUR DE RECEPTION,1,86,2023-07-17,4,0.1,30.0,40.0,24.0,,86,2023-03-17,3,0.0,0.0,0.0,0.96,-1,,,,None
88,2328C,NA,88,2023-07-13,4,K27,10.048,500.0,3,230.0,2023-07-13 08:35:00,0.0,0.0,31.0,0.09,0.09,,88,2023-07-19,4,0,2023-07-19 12:30:00,500.0,2023-07-19 07:30:00,2023-07-19 08:00:00,NOIR,BRUN,0.0,0.0,32.0,0.09,0.09,NEW KEG DE THF,1,88,2023-07-25,4,0.1,30.0,42.0,25.0,,88,2023-07-25,4,0.303,3.011,0.0,1.132,-1,,,,None
89,2328D,NA,89,2023-07-13,4,K27,10.0652,500.0,4,230.0,2023-07-13 09:30:00,0.0,0.0,32.0,0.09,0.09,BATCH POUR R&D,89,2023-07-19,3,0,2023-07-19 12:30:00,500.0,2023-07-19 10:55:00,2023-07-19 11:25:00,,JAUNE FONCE,0.0,0.0,32.7,0.09,0.09,,1,89,2023-07-19,3,0.6,151.0,34.0,27.6,,89,2023-07-19,3,0.0,0.0,0.0,1.43,-1,,,R&D,R&D
90,2329A,NA,90,2023-07-18,3,K27,10.011,500.0,1,230.0,2023-07-18 12:35:00,0.0,0.0,29.2,0.09,0.09,BATCH POUR R&D - KF A 10 PPM,90,2023-07-24,3,0,2023-07-24 09:10:00,500.0,2023-07-24 09:50:00,2023-07-24 10:20:00,NOIR PEU D'OR,JAUNE ORANGé,0.0,0.0,32.7,0.09,0.09,PBLM CENTRI,1,90,2023-07-27,4,0.1,32.0,42.0,25.0,,90,2023-07-27,4,0.309,3.03,0.0,0.83,-1,,,EDG,R&D
91,2329B,NA,91,2023-07-19,4,K27,10.005,500.0,2,230.0,2023-07-19 00:00:00,0.0,0.0,32.0,0.09,0.09,,91,2023-07-25,4,0,2023-07-25 09:15:00,500.0,2023-07-25 08:00:00,2023-07-25 08:30:00,,,0.0,0.0,26.0,0.09,0.09,NON CENTRIF POUR LR,0,91,2023-07-25,4,0.1,60.0,43.0,25.0,,91,2023-07-25,4,0.303,3.049,0.75,7.5,-1,,,,None
94,2330A,NA,94,2023-07-20,3,K27,10.0165,500.0,4,230.0,2023-07-20 10:05:00,0.0,0.0,32.7,0.09,0.09,,94,2023-07-27,4,0,2023-07-27 09:30:00,500.0,2023-07-27 07:40:00,2023-07-27 08:10:00,NOIR EPAIS,BRUN,0.0,0.0,27.0,0.09,0.09,,1,94,2023-08-02,4,0.1,30.0,56.0,26.0,,94,2023-08-07,4,0.299,3.089,0.0,1.79,-1,,,,None
96,2330B,NA,96,2023-07-26,3,K30,10.061,500.0,2,230.0,2023-07-26 09:20:00,0.0,0.0,32.6,0.09,0.09,,96,2023-08-01,3,0,2023-08-01 07:50:00,500.0,2023-08-01 09:15:00,2023-08-01 09:45:00,NOIR - PAS D'OR,jaune,0.0,0.0,28.2,0.09,0.2,non centri + 6 tube centri pour controle,1,96,2023-08-01,3,0.1,0.0,56.0,25.8,,96,2023-08-01,3,0.0,0.0,0.0,1.005,-1,,,,None
97,2330C,NA,97,2023-07-27,4,K30,10.0701,500.0,3,250.0,2023-07-27 07:45:00,0.0,0.0,27.0,0.09,0.09,,97,2023-08-02,4,0,2023-08-02 09:10:00,500.0,2023-08-02 08:10:00,2023-08-02 08:40:00,NOIR,OK,0.0,0.0,31.0,0.09,0.09,,1,97,2023-08-08,4,0.0,0.0,0.0,0.0,,97,2023-08-08,3,0.0,0.0,0.0,0.716,-1,3 PICS EN UV,,,None
98,2330D,NA,98,2023-07-28,3,K30,5.0765,500.0,4,230.0,2023-07-28 08:15:00,0.0,0.0,25.9,0.09,0.09,BATCH POUR R&D,98,2023-08-03,3,0,2023-08-03 08:05:00,500.0,2023-08-03 09:55:00,2023-08-03 10:25:00,NOIR PEU D'OR,ORANGE FONCE,0.0,0.0,30.2,0.09,0.09,,1,98,2023-08-03,3,0.1,20.0,40.7,25.9,,98,2023-08-03,3,0.0,0.0,0.0,0.67,-1,,,R&D,R&D
99,2331A,NA,99,2023-08-01,3,K30,10.027,500.0,1,230.0,2023-08-01 09:05:00,62.8,25.3,28.2,0.09,0.2,,99,2023-08-07,3,0,2023-08-07 09:00:00,500.0,2023-08-07 09:35:00,2023-08-07 10:05:00,PEU D'OR BIEN NOIR,ORANGE CLAIR,44.0,28.1,28.0,0.09,0.2,AJOUT THF MEME JOUR QUE RECUPERATION,1,99,2023-08-08,4,0.0,0.0,0.0,0.0,ERREUR DE LOT,99,2023-08-08,3,0.0,0.0,0.0,1.57,-1,,,,None
100,2331B,NA,100,2023-08-02,4,K30,10.0761,500.0,2,230.0,2023-08-02 08:10:00,61.0,26.0,31.0,0.09,0.09,,100,2023-08-08,4,0,2023-08-08 09:00:00,500.0,2023-08-08 08:00:00,2023-08-08 08:30:00,NOIR EPAIS - TRACE DE KC8,BRUN JAUNE,44.0,22.0,29.0,0.09,0.4,KF AJOUT A 12 PPM,1,100,2023-08-11,4,0.1,30.0,52.0,27.0,,100,2023-08-11,1,0.315,3.098,0.0,1.914,2,,,W3,None
101,2331C,NA,101,2023-08-03,3,K30B,10.0474,500.0,3,230.0,2023-08-03 09:55:00,51.3,23.9,30.2,0.09,0.09,AJOUT BHT 250PPM D'1 L,101,2023-08-09,3,0,2023-08-09 08:10:00,500.0,2023-08-09 08:10:00,2023-08-09 08:40:00,NOIR - UN PEU D'OR,JAUNE FONCE,42.4,23.7,30.0,0.09,0.2,THF AVEC BHT - EN BaG JUSQU'A 100823,1,101,2023-08-10,3,0.1,255.0,46.0,28.0,,101,2023-08-10,3,0.0,0.0,0.0,0.74,2,,,OPEC EPOR,None
102,2331D,NA,102,2023-08-04,3,K30B,10.0237,500.0,4,230.0,2023-08-04 08:25:00,50.4,22.5,28.7,0.09,0.09,,102,2023-08-10,4,0,2023-08-10 08:10:00,500.0,2023-08-10 07:45:00,2023-08-10 08:15:00,NOIR,ORANGE,51.0,27.0,33.0,0.09,0.3,,1,102,2023-08-10,3,0.1,255.0,47.2,28.5,,102,2023-08-10,3,0.0,0.0,0.0,1.03,3,,,TEST BHT,None
103,2332B,NA,103,2023-08-10,4,K30B,10.0379,500.0,2,230.0,2023-08-10 08:00:00,51.0,27.0,33.0,0.09,0.3,,103,2023-08-16,4,0,2023-08-16 08:00:00,500.0,2023-08-16 08:15:00,2023-08-16 08:45:00,noirs,jaune,49.0,26.0,33.0,0.09,0.4,seuleument 1/4 centrifuge pou rcontrole,1,103,2023-08-16,4,0.1,15.0,46.0,28.0,,103,2023-08-16,4,0.308,3.024,0.0,1.168,0,,,,None
104,2332C,NA,104,2023-08-10,4,K30B,10.0847,500.0,3,230.0,2023-08-10 08:00:00,21.0,27.0,33.0,0.09,0.3,,104,2023-08-16,4,0,2023-08-16 08:00:00,500.0,2023-08-16 08:15:00,2023-08-16 08:45:00,NOIR,BRUN,48.0,26.0,33.0,0.09,0.4,,1,104,2023-08-16,4,0.1,0.0,47.0,28.0,,104,2023-08-16,4,0.298,3.083,0.0,1.299,0,,,W3,None
105,2332D,NA,105,2023-08-11,3,K32A,5.0,500.0,4,230.0,2023-08-11 14:00:00,42.0,28.4,30.0,0.09,0.4,COULEUR NOIR DES L'AJOUT DE THF - PREPARATION KC8 LE MEME JOUR - BATCH POUR R&D,105,2023-08-17,3,0,2023-08-17 08:10:00,500.0,2023-08-17 10:00:00,2023-08-17 10:30:00,NOIR PEU D'OR,JAUNE TRES CLAIR,49.3,26.3,32.0,0.09,0.5,,1,105,2023-08-17,3,0.1,12.0,44.5,31.0,,105,2023-08-17,3,0.0,0.0,0.0,0.33,-1,,,R&D,R&D
106,2333B,NA,106,2023-08-16,4,K31,10.0729,500.0,2,230.0,2023-08-16 08:00:00,48.0,26.0,33.0,0.09,4.0,,106,2023-08-22,4,0,2023-08-22 08:40:00,500.0,2023-08-22 08:00:00,2023-08-22 08:40:00,NOIR,BRUN JAUNE,49.0,30.0,31.0,0.09,0.4,NON CENTRI POUR R&D,1,106,2023-08-22,4,0.1,30.0,40.0,31.0,,106,2023-08-22,4,0.0,0.0,0.0,1.18,2,,,RS,None
107,2333C,NA,107,2023-08-17,3,K31,10.0439,500.0,3,230.0,2023-08-17 10:00:00,49.1,26.3,32.7,0.09,0.5,,107,2023-08-23,3,0,2023-08-23 08:00:00,500.0,2023-08-23 07:55:00,2023-08-23 08:25:00,NOIR - PAS D'OR,JAUNE LEGEREMENT FONCE,44.8,31.0,31.5,0.09,0.6,3 DERNIER TUBE AVEC MOITIE DE SEDIMENTS - PEU ETRE PRIS EN MASSE CAUSE CHALEUR,1,107,2023-08-23,3,0.1,35.0,43.0,33.0,,107,2023-08-23,4,0.308,3.237,0.0,1.101,2,,,W3,None
108,2333D,NA,108,2023-08-18,4,K31,5.0336,500.0,4,230.0,2023-08-18 07:30:00,53.0,27.0,34.0,0.09,0.4,,108,2023-08-24,4,0,2023-08-24 07:40:00,500.0,2023-08-24 07:30:00,2023-08-24 08:00:00,NOIR,ORANGE BRUN,42.0,33.0,33.0,0.09,0.6,,1,108,2023-08-24,4,0.1,40.0,36.0,33.0,,108,2023-08-24,3,0.0,0.0,0.0,0.8,1,,,ED4,None
109,2334A,NA,109,2023-08-22,4,K31,10.0255,500.0,1,230.0,2023-08-22 08:00:00,40.0,30.0,30.0,20.1,0.4,,109,2023-08-28,4,0,2023-08-28 08:00:00,500.0,2023-08-28 08:10:00,2023-08-28 08:40:00,NOIR,BRUN,55.0,24.0,30.0,0.09,0.9,SEPARE EN 4 LOT - NON CENTRI - 1000RPM - 2000RPM - OGD,1,109,2023-08-28,4,0.1,30.0,53.0,24.0,,109,2023-08-28,4,0.31,3.002,0.0,1.731,-1,,,LR,None
110,2334B,NA,110,2023-08-23,3,K32B,10.1917,500.0,2,230.0,2023-08-23 07:35:00,44.5,31.0,31.2,0.09,0.6,,110,2023-08-29,3,0,2023-08-29 08:00:00,500.0,2023-08-29 09:15:00,2023-08-29 09:45:00,NOIR PEU D'OR,JAUNE CLAIR,45.8,23.0,29.0,0.09,0.8,,1,110,2023-08-29,3,0.1,25.0,40.3,24.3,,110,2023-08-29,4,0.3,3.002,0.0,0.67,1,,,W3,None
111,2334C,NA,111,2023-08-24,4,K32,10.0245,500.0,3,230.0,2023-08-24 08:00:00,42.0,33.0,33.0,0.09,0.4,,111,2023-08-30,4,0,2023-08-30 09:10:00,500.0,2023-08-30 07:30:00,2023-08-30 08:00:00,NOIR TRACES KC8,BRUN JAUNE,42.0,22.0,29.0,0.09,0.8,,1,111,2023-08-30,4,0.1,30.0,42.0,24.0,,111,2023-08-30,3,0.0,0.0,0.0,1.23,2,,,W34,None
112,2334D,NA,112,2023-08-25,4,K32,10.0217,500.0,4,230.0,2023-08-25 08:20:00,42.0,31.0,31.0,0.09,0.7,,112,2023-08-31,3,0,2023-08-31 08:00:00,500.0,2023-08-31 09:30:00,2023-08-31 10:00:00,PLUS D'IR QU'HABITUELLEMENT,JAUNE ORANGé,51.7,21.7,29.0,0.09,0.09,BOUCHON MANQUE SUR ERLENMEYER - OBLIGE AVOIR TRACES DE SEDIMENTS POUR PRELEVEMENT,1,112,2023-08-31,3,0.1,25.0,63.9,23.4,,112,2023-08-31,4,0.0,0.0,0.0,1.22,1,,,W3,None
113,2335A,NA,113,2023-08-29,3,K32B,10.0668,500.0,1,230.0,2023-08-29 09:10:00,45.8,23.0,29.0,0.09,0.7,,113,2023-09-04,3,0,2023-09-04 08:40:00,500.0,2023-09-04 09:30:00,2023-09-04 10:00:00,NOIR ET OR,MARRON FONCé,35.4,26.6,30.0,0.09,0.09,RECUP JOUR D'AJOUT,1,113,2023-09-04,3,0.1,25.0,26.0,29.3,,113,2023-09-04,4,0.0,0.0,0.0,1.42,3,,,W3,None
114,2335B,NA,114,2023-08-30,4,K34,10.0949,500.0,2,230.0,2023-08-30 08:00:00,42.0,22.0,29.0,0.09,0.8,,114,2023-09-05,4,0,2023-09-05 08:40:00,500.0,2023-09-05 07:45:00,2023-09-05 08:15:00,NOIR,BRUN ORANGE,30.0,27.0,28.0,0.09,0.09,,1,114,2023-09-05,4,0.1,30.0,32.0,28.0,,114,2023-09-05,4,0.305,2.995,0.0,1.34,1,,,,None
115,2335C,NA,115,2023-08-31,3,K32B,10.0367,500.0,3,230.0,2023-08-31 09:30:00,51.1,21.7,28.0,0.09,0.09,PLAQUE NON ETEINTE,115,2023-09-06,3,0,2023-09-06 08:00:00,500.0,2023-09-06 08:25:00,2023-09-06 08:55:00,NOIR PAS D'OR,MARRON,40.0,27.5,30.0,0.09,0.09,QUELQUE NUAGE SEDIMENT,1,115,2023-09-06,3,0.1,25.0,33.2,29.6,,115,2023-09-06,4,0.303,3.025,0.0,0.89,2,,,EPOC,None
116,2335D,NA,116,2023-09-01,4,K34,10.0386,500.0,4,230.0,2023-09-01 08:00:00,55.0,23.0,28.0,0.09,0.09,,116,2023-09-07,4,0,2023-09-07 08:20:00,500.0,2023-09-07 08:00:00,2023-09-07 08:30:00,NOIR,OR BRUN,38.0,27.0,29.0,0.01,0.01,STOCKAGE BaG,1,116,2023-09-12,4,0.1,60.0,50.0,28.0,,116,2023-09-12,4,0.299,2.999,0.0,1.21,2,,,LC,None
117,2336A,NA,117,2023-09-05,4,K34,10.0926,500.0,1,230.0,2023-09-05 08:00:00,31.0,28.0,28.0,0.09,0.09,,117,2023-09-11,4,0,2023-09-11 07:45:00,500.0,2023-09-11 08:00:00,2023-09-11 08:30:00,NOIR,BRUN,50.0,28.0,35.0,0.09,0.09,,0,117,2023-09-11,4,0.1,60.0,50.0,28.0,,117,2023-09-11,4,0.0,0.0,0.7913,7.913,-1,,,LR,None
118,2336C,NA,118,2023-09-07,4,K34,10.061,500.0,3,230.0,2023-09-07 08:00:00,52.0,28.0,28.0,0.09,0.09,KF PPM PEUT ETRE PROBLEME,118,2023-09-13,4,0,2023-09-13 08:30:00,500.0,2023-09-13 08:30:00,2023-09-13 09:00:00,NOIR,BRUN JAUNE,53.0,25.0,26.0,0.09,0.09,,1,118,2023-09-19,4,0.1,30.0,52.0,25.0,,118,2023-09-19,4,0.306,2.987,0.0,0.837,3,,,LC,None
119,2337B,NA,119,2023-09-13,4,K34,5.0431,500.0,2,230.0,2023-09-13 08:00:00,53.0,25.0,26.0,0.09,0.09,KF 7 PPM,119,2023-09-19,4,0,2023-09-19 07:50:00,500.0,2023-09-19 07:30:00,2023-09-19 08:00:00,NOIR,BRUN,55.0,22.0,30.0,0.09,0.09,,1,119,2023-09-19,4,0.1,20.0,52.0,25.0,,119,2023-09-19,4,0.316,3.06,0.0,0.97,-1,,,,None
120,2337D,NA,120,2023-09-15,4,K34,5.0,500.0,4,230.0,2023-09-15 08:10:00,52.0,23.0,25.0,0.09,0.09,,120,2023-09-21,4,0,2023-09-21 08:00:00,500.0,2023-09-21 09:00:00,2023-09-21 09:30:00,NOIR,BRUN ORANGE,52.0,23.0,30.0,0.09,0.09,,1,120,2023-09-21,4,0.1,25.0,52.0,23.0,,120,2023-09-21,4,0.306,2.981,0.0,1.437,2,,,LC / TB,None
