Batch_id,Batch_name,Batch_THF_ref,Batch_id,Date,Technicien_id,Batch_KC8,Masse_KC8,Volume_THF,Ref_plaque,Vitesse_agitation,Heure_debut,Lab_HR,Lab_T,BaG_T,BaG_H2O_ppm,BaG_O2_ppm,Observations,Batch_id,Date,Technicien_id,Ajout_THF_JourJ,Heure_ajout2,Volume_THF_ajout2,Heure_debut_sedimentation,Heure_fin_sedimentation,Sediments,Ctrl_visuel_couleur,Lab_HR,Lab_T,BaG_T,BaG_H2O_ppm,BaG_O2_ppm,Observations,Centrifugation,Batch_id,Date,Technicien_id,Debit_air_synthetique,Temps_oxidation,Lab_HR,Lab_T,Observations,Batch_id,Date,Technicien_id,m_OGD,m_THF,Abs_800,QC_Conc_OGD,QC_Categorie,Stockage_recipient,Stockage_Emplacement,Stockage_Utilisation,Observations
179,2402C,NA,179,2024-01-11,3,K02,10.0479,500.0,3,250.0,2024-01-11 08:55:00,20.4,19.4,28.5,0.09,0.09,,179,2024-01-17,3,0,2024-01-17 07:35:00,500.0,2024-01-17 08:40:00,2024-01-17 09:10:00,BCP DE OR - NOIR,BRUN,39.5,21.0,28.5,0.09,0.4,,1,179,2024-01-18,4,0.1,30.0,41.0,21.0,,179,2024-01-18,4,0.0,0.0,0.0,1.4,2,,,W3,None
180,2402D,NA,180,2024-01-12,4,K02,10.0725,500.0,4,230.0,2024-01-12 08:10:00,20.0,20.0,27.0,0.09,0.09,,180,2024-01-18,4,0,2024-01-18 07:50:00,500.0,2024-01-18 08:50:00,2024-01-18 09:20:00,NOIR ET OR,BRUN,43.9,21.0,29.0,0.09,0.5,,1,180,2024-01-22,4,0.1,30.0,27.0,19.0,,180,2024-01-22,4,0.316,3.002,0.0,1.4,3,,,SORB,None
181,2403A,NA,181,2024-01-16,4,K02,10.061,500.0,1,230.0,2024-01-16 07:30:00,35.0,20.0,28.0,0.09,0.3,,181,2024-01-22,4,0,2024-01-22 08:00:00,500.0,2024-01-22 09:00:00,2024-01-22 09:30:00,NOIR OR,BRUN,27.0,19.0,29.0,0.09,0.6,,1,181,2024-01-23,3,0.1,30.0,48.5,19.9,,181,2024-01-23,3,0.0,0.0,0.0,1.4,3,,,,None
182,2403B,NA,182,2024-01-17,3,K02,20.1157,500.0,2,230.0,2024-01-17 09:05:00,39.8,21.1,28.8,0.09,0.4,AJOUT 10G KC8 PLUS TARD,182,2024-01-23,3,0,2024-01-23 07:20:00,500.0,2024-01-23 08:20:00,2024-01-23 08:50:00,OR ET NOIR - CP DE SEDIMENTS,TRES FONCE,48.5,19.5,27.4,0.09,0.9,,1,182,2024-01-24,4,0.1,30.0,49.0,20.0,,182,2024-01-24,4,0.0,0.0,0.0,3.0,3,,,W3,None
183,2403C,NA,183,2024-01-18,4,K02,20.0938,500.0,3,230.0,2024-01-18 08:00:00,40.0,21.0,28.0,0.09,0.5,,183,2024-01-24,4,0,2024-01-24 07:44:00,500.0,2024-01-24 08:44:00,2024-01-24 09:10:00,NOIR ET OR EPAIS,BRUN ORANGE,49.0,20.0,28.0,0.09,0.5,,1,183,2024-01-25,3,0.1,30.0,38.0,20.2,,183,2024-04-25,3,0.0,0.0,0.0,2.5,3,,,W3,None
184,2403D,NA,184,2024-01-19,3,K03,10.054,500.0,4,230.0,2024-01-19 16:00:00,0.0,20.4,0.0,0.09,0.5,TARD CAR KC8 PREP LE MEME JOUR,184,2024-01-25,3,0,2024-01-25 07:25:00,500.0,2024-01-25 08:30:00,2024-01-25 09:00:00,NOIR ET BCP D'OR,BRUN CLAIR,37.9,20.6,25.0,0.09,0.09,2 TUBES NON REMPLIS,1,184,2024-01-26,4,0.1,30.0,40.0,20.0,,184,2024-01-26,4,0.0,0.0,0.0,1.4,0,,,W3,None
185,2404A,NA,185,2024-01-23,3,K03,20.0918,500.0,1,230.0,2024-01-23 07:25:00,48.6,19.3,27.1,0.09,0.8,,185,2024-01-29,3,0,2024-01-29 08:25:00,500.0,2024-01-29 09:40:00,2024-01-29 10:10:00,BCP DE SEDIMENTS - OR ET NOIR,BRUN FONCE,35.7,20.2,27.8,0.09,0.3,2 TUBES EN MOINS,1,185,2024-01-30,4,0.1,30.0,40.0,20.0,,185,2024-01-30,4,0.0,0.0,0.0,2.4,3,,,W10,None
186,2404B,NA,186,2024-01-24,4,K03,20.0891,500.0,2,230.0,2024-01-24 07:44:00,49.0,20.0,28.0,0.09,0.2,,186,2024-01-30,4,0,2024-01-30 07:30:00,500.0,2024-01-30 08:30:00,2024-01-30 09:00:00,NOIR ET OR,BRUN FONCE,39.0,20.0,28.0,0.09,0.2,,1,186,2024-01-31,3,0.1,30.0,33.7,20.4,,186,2024-01-31,3,0.0,0.0,0.0,2.5,3,,,W3,None
187,2404C,NA,187,2024-01-25,3,K03,20.1444,500.0,3,230.0,2024-01-25 07:25:00,38.0,20.2,28.0,0.09,0.09,,187,2024-01-31,3,0,2024-01-31 07:40:00,500.0,2024-01-31 08:40:00,2024-01-31 09:10:00,BCP D'OR PEU DE SEDIMENTS - NOIR,BRUN FONCE,34.1,20.7,25.0,0.09,0.7,2 TUBES NON REMPLIS,1,187,2024-02-01,4,0.1,29.0,40.0,20.0,,187,2024-02-01,4,0.0,0.0,0.0,2.3,1,,,TP LBF,None
188,2404D,NA,188,2024-01-16,4,K03,20.0854,500.0,4,203.0,2024-01-16 07:30:00,40.0,20.0,29.0,0.09,0.09,,188,2024-02-01,4,0,2024-02-01 07:25:00,500.0,2024-02-01 08:25:00,2024-02-01 09:00:00,NOIR,BRUN,41.0,19.0,27.0,0.09,0.5,,1,188,2024-02-02,4,0.1,30.0,48.0,20.0,,188,2024-02-02,4,0.0,0.0,0.0,2.5,3,,,W10,None
189,2405A,NA,189,2024-01-30,4,K03,20.0569,500.0,1,230.0,2024-01-30 07:30:00,40.0,20.0,28.0,0.09,0.3,,189,2024-02-05,4,0,2024-02-05 07:31:00,500.0,2024-02-05 08:30:00,2024-02-05 09:00:00,NOIR ET OR,BRUN,32.0,18.0,26.0,0.09,0.09,BCP DE KC8 DANS LES SEDIMENTS,1,189,2024-02-07,4,0.1,30.0,38.0,19.0,,189,2024-02-07,4,0.0,0.0,0.0,2.7,3,,,W10,None
190,2405B,NA,190,2024-01-31,3,K03,20.0865,500.0,2,230.0,2024-01-31 07:45:00,33.6,20.4,27.8,0.09,0.9,,190,2024-02-06,3,0,2024-02-06 07:30:00,500.0,2024-02-06 08:30:00,2024-02-06 09:00:00,BCP DE SEDIMENTS - BCP D'OR ET NOIR,BRUN PAS TRES FONCE,36.2,18.2,26.0,0.09,0.09,2 TUBES NON REMPLIS - 1 BOUCHON NOIR CASSE,1,190,2024-02-07,4,0.1,60.0,38.0,19.0,,190,2024-02-07,4,0.0,0.0,0.0,2.6,3,,,W10,None
191,2405C,NA,191,2024-02-01,4,K04,20.0249,500.0,3,230.0,2024-02-01 07:30:00,41.0,19.0,27.0,0.09,0.3,230RPM JUSQU'A 16H,191,2024-02-07,4,0,2024-02-07 07:40:00,500.0,2024-02-07 08:40:00,2024-02-07 10:15:00,BCP KC8-  NOIR,BRUN PEU FONCE,36.0,18.0,27.0,0.09,0.09,1H30 SEDIMENTATION,1,191,2024-02-08,3,0.1,30.0,47.3,20.2,,191,2024-02-08,3,0.0,0.0,0.0,2.3,3,,,W10,None
192,2405D,NA,192,2024-02-02,3,K04,20.0359,500.0,4,230.0,2024-02-02 09:00:00,44.2,20.3,28.2,0.09,0.09,PLAQUE NON APPELE A 15H,192,2024-02-08,3,0,2024-02-08 08:15:00,500.0,2024-02-08 09:10:00,2024-02-08 09:50:00,BCP D'OR - NOIR,BRUN FONCE,42.3,19.7,28.5,0.09,0.09,2 TUBES EN MOINS ,1,192,2024-02-08,3,0.1,30.0,37.8,21.2,,192,2024-02-08,3,0.0,0.0,0.0,2.4,1,,,TB LBF,None
193,2406A,NA,193,2024-02-06,3,K04,20.0245,500.0,1,230.0,2024-02-06 07:30:00,36.2,18.2,26.0,0.09,0.09,,193,2024-02-12,3,0,2024-02-12 09:35:00,500.0,2024-02-12 10:35:00,2024-02-12 11:05:00,OR ET NOIR,BRUN FONCE,34.5,20.1,28.2,0.09,0.09,CENTRI ERREUR 33 - PLM PIPETTEUR,1,193,2024-02-13,4,0.1,30.0,38.0,19.0,,193,2024-02-13,4,0.0,0.0,0.0,3.0,1,,,LB,None
194,2406B,NA,194,2024-02-07,4,K04,20.0,500.0,2,230.0,2024-02-07 07:40:00,36.0,18.0,27.0,0.09,0.09,,194,2024-02-13,4,0,2024-02-13 07:40:00,500.0,2024-02-13 08:40:00,2024-02-13 09:10:00,NOIR - BCP KC8 NON REAGI,BRUN,38.0,19.0,27.0,0.09,0.09,,1,194,2024-02-14,1,0.03,0.0,34.9,20.4,TEST DUREE OXIDATION,194,2024-02-14,8,0.0,0.0,0.0,1.84,1,,,R&D,None
195,2406C,NA,195,2024-02-08,3,K04,20.0303,500.0,3,230.0,2024-02-08 08:20:00,47.9,19.8,27.6,0.09,0.09,,195,2024-02-14,3,0,2024-02-14 07:50:00,500.0,2024-02-14 08:50:00,2024-02-14 09:20:00,NOIR ET KC8,BRUN FONCE,34.7,20.0,28.0,0.09,0.2,,1,195,2024-02-15,4,0.1,30.0,34.0,20.0,,195,2024-02-15,4,0.0,0.0,0.0,2.4,3,,,W20,None
196,2406D,NA,196,2024-02-09,4,K04,10.0175,500.0,4,203.0,2024-02-09 07:40:00,35.0,20.0,28.0,0.09,0.09,,196,2024-02-15,4,0,2024-02-15 07:30:00,500.0,2024-02-15 08:30:00,2024-02-15 09:00:00,NOIR - TRACE DE KC8,BRUN,34.0,20.0,27.0,0.09,0.2,,1,196,2024-02-16,3,0.1,35.0,44.7,21.2,,196,2024-02-16,3,0.0,0.0,0.0,1.1,3,,,TB,None
197,2407A,NA,197,2024-02-13,4,K04+06,20.0243,500.0,1,230.0,2024-02-13 07:35:00,38.0,19.0,27.0,0.01,0.01,KF A 23 PPM,197,2024-02-19,4,0,2024-02-19 07:35:00,500.0,2024-02-19 08:35:00,2024-02-19 09:05:00,NOIR ET TRACES KC8,BRUN,46.0,20.0,26.0,0.09,0.5,TROUBLESHOOTING WL,1,197,2024-02-20,1,0.03,0.0,33.9,21.1,TEMPS OXIDATION VARIABLE - VOIR WL,197,2024-02-20,1,0.0,0.0,0.0,2.39,0,,,R&D POUR CAT 3,None
198,2407B,NA,198,2024-02-14,3,K06B,10.0845,500.0,2,230.0,2024-02-14 08:15:00,34.7,20.0,28.0,0.09,0.2,,198,2024-02-20,3,0,2024-02-20 07:50:00,500.0,2024-02-20 08:50:00,2024-02-20 09:20:00,BCP D'OR,JAUNE CLAIR,34.4,20.6,28.5,0.09,0.7,TL 1 L RECONDITIONE E LENDEMAIN EN 4 X BTL,1,198,2024-02-21,3,0.03,24.0,30.4,20.7,,198,2024-02-21,3,0.0,0.0,0.0,0.71,0,,,R&D CAT3,None
199,2407C,NA,199,2024-02-15,4,K07,20.133,500.0,3,230.0,2024-02-15 07:40:00,34.0,20.0,27.0,0.09,0.2,K07 PREPARE SELON ANCIEN PROTOCOLE,199,2024-02-21,4,0,2024-02-21 07:40:00,500.0,2024-02-21 08:40:00,2024-02-21 09:10:00,NOIR OR,BRUN,30.0,20.0,28.0,0.09,0.7,,1,199,2024-02-22,1,0.0,0.0,0.0,0.0,ESSAI R&D WEMBO,199,2024-02-22,1,0.0,0.0,0.0,2.1,0,,,,None
200,2407D,NA,200,2023-02-16,3,K07,10.113,500.0,4,230.0,2023-02-16 07:45:00,45.4,20.9,28.5,0.09,0.3,,200,2024-02-22,3,0,2024-02-22 08:00:00,500.0,2024-02-22 09:00:00,2024-02-22 09:30:00,BCP D'OR + NOIR,JAUNE CLAIR,33.5,21.0,28.5,0.09,0.9,BTL 1L,1,200,2024-02-23,4,0.0,0.0,0.0,0.0,ESSAI R&D,200,2024-02-23,4,0.0,0.0,0.0,1.0,0,,,R&D,None
201,2409B,NA,201,2024-02-28,4,K07,10.055,500.0,2,230.0,2024-02-28 08:00:00,19.0,20.0,27.0,0.09,0.09,,201,2024-03-05,4,0,2024-03-05 08:00:00,500.0,2024-03-05 09:00:00,2024-03-05 09:30:00,NOIR,BRUN,30.0,21.0,27.0,0.09,0.09,TEST CENTRI DYONIMER,2,201,2024-03-05,7,0.1,30.0,30.0,21.0,,201,2024-03-05,7,0.0,0.0,0.0,1.1,0,,,R&D APPLI,None
202,2409C,NA,202,2024-02-29,3,K06A,10.0235,500.0,3,230.0,2024-02-29 09:05:00,39.5,20.4,28.2,0.09,0.09,,202,2024-03-09,3,0,2024-03-09 08:45:00,500.0,2024-03-09 09:45:00,2024-03-09 10:15:00,BCP D'OR - BCP SEDIMENTS,JAUNE,33.9,19.4,28.0,34.1,19.4,CENTRI EN BaG,1,202,2024-03-06,3,0.1,30.0,34.2,21.8,,202,2024-03-06,1,0.0,0.0,0.0,1.1,0,,,R&D APPLI,None
203,2409H,NA,203,2024-03-01,4,K06,20.1354,500.0,4,230.0,2024-03-01 08:00:00,32.0,19.0,27.0,0.09,0.09,,203,2024-03-07,3,0,2024-03-07 08:10:00,500.0,2024-03-07 09:10:00,2024-03-07 09:40:00,,,30.4,19.7,28.0,0.09,0.3,CENTRI HORS BaG A 12H,2,203,2024-03-07,1,0.1,30.0,28.1,22.3,,203,2024-03-07,1,0.0,0.0,0.0,2.6,0,,,W10,None
204,2409E,NA,204,2024-03-01,4,K06,20.0673,500.0,5,230.0,2024-03-01 08:00:00,32.0,19.0,27.0,0.09,0.09,,204,2024-03-07,3,0,2024-03-07 08:10:00,500.0,2024-03-07 09:10:00,2024-03-07 09:40:00,,,30.4,19.7,28.0,0.09,0.3,CENTRI HORS BaG DIO,2,204,2024-03-07,1,0.1,30.0,28.1,22.3,,204,2024-03-07,1,0.0,0.0,0.0,2.7,1,,,W10,None
205,2409F,NA,205,2024-03-01,4,K06,21.0077,500.0,6,230.0,2024-03-01 08:30:00,32.0,19.0,28.0,0.09,0.09,,205,2024-03-07,3,0,2024-03-07 08:10:00,500.0,2024-03-07 09:10:00,2024-03-07 09:50:00,,,30.4,19.7,28.0,0.09,0.3,CENTRI HORS BaG,2,205,2024-03-07,1,0.1,30.0,28.1,22.3,,205,2024-03-07,1,0.0,0.0,0.0,3.5,1,,,W10,None
206,2409G,NA,206,2024-03-01,4,K MIX,21.8712,500.0,7,230.0,2024-03-01 08:30:00,32.0,19.0,28.0,0.09,0.09,K03 + K07 + K04,206,2024-03-07,3,0,2024-03-07 08:10:00,500.0,2024-03-07 09:10:00,2024-03-07 09:40:00,,,30.4,19.7,28.0,0.09,0.3,CENTRI HORS BaG,2,206,2024-03-07,1,0.1,30.0,28.1,22.3,,206,2024-03-07,1,0.0,0.0,0.0,1.9,0,,,W10,None
207,2410A,NA,207,2024-03-06,3,K10,20.0344,500.0,1,230.0,2024-03-06 12:05:00,34.5,21.5,30.0,0.09,0.6,-0.3GR CAR NVX FLACON 50ML,207,2024-03-12,3,0,2024-03-12 07:40:00,500.0,2024-03-12 08:40:00,2024-03-12 09:10:00,BCP DE SEDIMENT,,33.7,19.3,27.7,0.09,0.7,CENTRI HORS BaG BATCH 2410A -> 2410D,2,207,2024-03-12,3,0.1,30.0,36.1,21.1,,207,2024-03-12,4,0.0,0.0,0.0,2.9,3,,,SYST TRANSF HORS BAG,None
208,2410B,NA,208,2024-03-06,3,K10,20.0416,500.0,2,230.0,2024-03-06 12:05:00,34.5,21.5,30.0,0.09,0.6,,208,2024-03-12,3,0,2024-03-12 07:40:00,500.0,2024-03-12 08:40:00,2024-03-12 09:10:00,BCP DE SEDIMENTS,,33.7,19.3,27.7,0.09,0.7,CENTRI HORS BaG,2,208,2024-03-12,3,0.1,30.0,36.2,21.1,,208,2024-03-12,4,0.0,0.0,0.0,2.3,1,,,,None
209,2410C,NA,209,2024-03-06,3,K10,20.0114,500.0,3,230.0,2024-03-06 12:05:00,34.5,21.5,30.0,0.09,0.6,,209,2024-03-12,3,0,2024-03-12 07:40:00,500.0,2024-03-12 08:40:00,2024-03-12 09:10:00,BCP DE SEDIMENTS,,33.7,19.3,27.7,0.09,0.7,CENTRI HORS BaG,2,209,2024-03-12,3,0.1,30.0,36.2,21.1,,209,2024-03-12,4,0.0,0.0,0.0,1.9,0,,,,None
210,2410D,NA,210,2024-03-06,3,K10,20.079,500.0,4,230.0,2024-03-06 12:05:00,34.5,21.5,30.0,0.09,0.6,,210,2024-03-12,3,0,2024-03-12 07:40:00,500.0,2024-03-12 08:40:00,2024-03-12 09:10:00,BCP DE SEDIMENTS,,33.7,19.3,27.7,0.09,0.7,CENTRI HORS BaG,2,210,2024-03-12,3,0.1,30.0,36.2,21.1,,210,2024-03-12,4,0.0,0.0,0.0,2.5,1,,,,None
211,2410E,NA,211,2024-03-07,3,K10,20.0435,500.0,5,230.0,2024-03-07 11:40:00,29.9,20.8,28.8,0.09,0.5,,211,2024-03-13,4,0,2024-03-13 07:30:00,500.0,2024-03-13 08:30:00,2024-03-13 09:00:00,,,33.0,19.0,28.0,0.09,0.7,,1,211,2024-03-13,3,0.0,0.0,0.0,0.0,,211,2024-03-13,3,0.0,0.0,0.0,2.3,1,,,,None
212,2410F,NA,212,2024-03-07,3,K10,20.0388,500.0,6,230.0,2024-03-07 11:40:00,29.9,20.8,28.8,0.09,0.5,,212,2024-03-13,4,0,2024-03-13 07:30:00,500.0,2024-03-13 08:30:00,2024-03-13 09:00:00,,,33.0,19.0,27.0,0.09,0.7,,1,212,2024-03-13,3,0.0,0.0,0.0,0.0,,212,2024-03-13,3,0.0,0.0,0.0,3.7,3,,,,None
213,2410G,NA,213,2024-03-07,3,K10,20.0261,500.0,7,130.0,2024-03-07 11:40:00,39.9,20.8,28.8,0.09,0.5,,213,2024-03-13,4,0,2024-03-13 07:30:00,500.0,2024-03-13 08:30:00,2024-03-13 09:00:00,,,33.0,19.0,28.0,0.09,0.7,,1,213,2024-03-13,3,0.0,0.0,0.0,0.0,,213,2024-03-13,3,0.0,0.0,0.0,2.9,0,,,,None
214,2410H,NA,214,2024-03-07,3,K10,20.108,500.0,8,230.0,2024-03-07 11:40:00,29.9,20.8,28.8,0.09,0.5,,214,2024-03-13,4,0,2024-03-13 07:30:00,500.0,2024-03-13 08:30:00,2024-03-13 09:00:00,,,33.0,19.0,28.0,0.09,0.7,,1,214,2024-03-13,3,0.0,0.0,0.0,0.0,,214,2024-03-13,3,0.0,0.0,0.0,2.9,1,,,,None
216,2411B,NA,216,2024-03-13,4,K11,20.0767,500.0,2,230.0,2024-03-13 07:15:00,33.0,19.0,28.0,0.09,0.7,,216,2024-03-19,4,0,2024-03-19 07:40:00,500.0,2024-03-19 08:40:00,2024-03-19 09:10:00,NOIR,,33.0,22.0,29.0,0.09,0.09,CENTRIF DIO A J+1,2,216,2024-03-20,8,0.0,0.0,30.6,22.0,OXIDATIO NPAR WEMBO,216,2024-03-20,3,0.0,0.0,0.0,3.0,0,,,R&D APPLI,None
217,2411C,NA,217,2024-03-13,4,K11,20.019,500.0,3,230.0,2024-03-13 08:00:00,32.0,20.0,28.0,0.09,0.7,,217,2024-03-20,3,0,2024-03-20 07:35:00,500.0,2024-03-20 08:35:00,2024-03-20 09:05:00,,,31.3,20.1,30.0,0.09,0.09,CENTRI DIO A J+1 - RESEDIMENTATION DANS L4ERLEN QUI NE SONT PAS PRELEVE,2,217,2024-03-21,4,0.1,30.0,42.0,22.0,,217,2024-03-21,3,0.0,0.0,0.0,1.6,1,,,LBF EPO,None
218,2411D,NA,218,2024-03-15,4,K10+11,7.8352,500.0,4,230.0,2024-03-15 08:00:00,31.0,21.0,29.0,0.09,0.9,,218,2024-03-21,4,0,2024-03-21 07:30:00,500.0,2024-03-21 08:30:00,2024-03-21 09:00:00,NOIR,,40.0,23.0,30.0,0.09,0.09,STOCKAGE BaG JUSQU'A 2603,1,218,2024-04-04,4,0.1,25.0,32.0,21.0,,218,2024-04-04,4,0.0,0.0,0.0,1.4,3,,,LC EPOR,None
219,2412A,NA,219,2024-03-19,4,K11,20.0048,500.0,1,230.0,2024-03-19 08:20:00,36.0,22.0,30.0,0.09,0.09,,219,2024-03-25,4,0,2024-03-25 07:30:00,500.0,2024-03-25 08:30:00,2024-03-25 09:00:00,NOIR,BRUN,21.0,21.0,30.0,0.09,0.3,STOCKAGE BaG,1,219,2024-03-25,4,0.0,0.0,0.0,0.0,,219,2024-03-25,4,0.0,0.0,0.0,1.8,1,,,,None
220,2412B,NA,220,2024-03-20,3,K11,20.0054,500.0,2,230.0,2014-03-20 07:45:00,31.3,20.1,30.1,0.09,0.09,,220,2024-03-26,3,0,2024-03-26 07:50:00,500.0,2024-03-26 08:50:00,2024-03-26 09:20:00,NOIR ET OR,BRUN - ROUGE FONCE,34.2,21.1,29.1,0.09,0.09,RECUP LONGUE CAR PAS DE TUBE EN BaG,1,220,2024-03-27,4,0.1,30.0,27.0,20.0,,220,2024-03-27,4,0.0,0.0,0.0,1.8,1,,,LC MP,None
221,2412C,NA,221,2024-03-21,4,K11,20.046,500.0,3,230.0,2024-03-21 07:30:00,42.0,22.0,30.0,0.09,0.09,,221,2024-03-27,4,0,2024-03-27 07:30:00,500.0,2024-03-27 08:30:00,2024-03-27 09:00:00,NOIR,BRUN,29.0,20.0,30.0,0.09,0.3,,1,221,2024-03-28,8,0.0,0.0,28.5,20.3,WEMBO LI POUR R&D,221,2024-03-28,4,0.0,0.0,0.0,1.9,3,,,R&D WL,None
222,2412D,NA,222,2024-03-22,3,K11,20.03,500.0,4,230.0,2024-03-22 09:35:00,46.3,21.7,29.2,0.09,0.09,,222,2024-03-28,3,0,2024-03-28 07:25:00,500.0,2024-03-28 08:25:00,2024-03-28 08:55:00,NOIR ET OR,BRUN JAUNE,27.5,20.1,28.2,0.09,0.4,,1,222,2024-04-02,4,0.1,30.0,31.0,21.0,,222,2024-04-02,4,0.0,0.0,0.0,2.1,2,,,W10,None
223,2413C,NA,223,2024-03-27,4,K11,20.029,500.0,3,230.0,2024-03-27 07:30:00,29.0,20.0,30.0,0.01,0.3,,223,2024-04-02,4,0,2024-04-02 07:30:00,500.0,2024-04-02 08:30:00,2024-04-02 09:00:00,NOIR,BRUN,32.0,20.0,29.0,0.09,1.0,,1,223,2024-04-03,3,0.1,30.0,40.9,21.6,,223,2024-04-03,3,0.0,0.0,0.0,1.8,3,,,W10,None
224,2413E,NA,224,2024-03-28,3,K11,20.0161,500.0,4,230.0,2024-03-28 08:25:00,27.6,20.1,28.2,0.09,0.4,,224,2024-04-03,3,0,2024-04-03 08:00:00,500.0,2024-04-03 09:00:00,2024-04-03 09:30:00,BCP D'OR - NOIR,BRUN TRES FONCE,41.0,21.5,32.0,0.09,0.09,REMPLI SG - 1 DES TUBES A PLUS DE SEDIMENTS,1,224,2024-04-03,3,0.0,0.0,0.0,0.0,,224,2024-04-03,3,0.0,0.0,0.0,2.84,3,,,,None
225,2413G,NA,225,2024-03-29,4,K11,20.0175,500.0,2,230.0,2024-03-29 07:30:00,42.0,21.0,31.0,20.1,0.3,,225,2024-04-04,4,0,2024-04-04 07:15:00,500.0,2024-04-04 08:15:00,2024-04-04 08:45:00,NOIR ET OR,BRUN FONCE,42.0,20.0,30.0,0.09,0.09,,1,225,2024-04-08,4,0.1,30.0,42.0,23.0,,225,2024-04-08,4,0.0,0.0,0.0,2.8,1,,,,None
226,2414A,NA,226,2024-04-02,4,K11,20.0041,500.0,1,230.0,2024-04-02 07:30:00,32.0,20.0,29.0,0.09,1.0,,226,2024-04-08,4,0,2024-04-08 07:30:00,500.0,2024-04-08 08:30:00,2024-04-08 09:00:00,NOIR,BRUN,41.0,23.0,31.0,0.09,0.09,,1,226,2024-04-08,8,0.0,0.0,0.0,0.0,POUR R&D,226,2024-04-08,8,0.0,0.0,0.0,2.0,1,,,R&D WL,None
227,2414B,NA,227,2024-04-03,3,K11,20.0439,500.0,2,230.0,2024-04-03 08:20:00,41.0,21.5,30.0,0.09,0.09,,227,2024-04-09,3,0,2024-04-09 07:40:00,500.0,2024-04-09 08:45:00,2024-04-09 09:15:00,OR ET NOIR,MARRON ORANGE,30.8,22.2,30.3,0.09,0.09,ERREUR 33 CENTRI,1,227,2024-04-09,3,0.0,0.0,0.0,0.0,,227,2024-04-09,3,0.0,0.0,0.0,1.85,2,,,,None
228,2414C,NA,228,2024-04-04,4,K13,20.0142,500.0,1,230.0,2024-04-04 08:20:00,41.0,20.0,30.0,0.09,0.09,,228,2024-04-10,4,0,2024-04-10 07:30:00,500.0,2024-04-10 08:30:00,2024-04-10 09:00:00,NOIR,BRUN NOIR,31.0,21.0,31.0,0.09,0.09,BATCH NON CENTRI,0,228,2024-04-11,3,0.1,10.0,31.4,22.1,,228,2024-04-11,3,0.0,0.0,0.0,2.5,0,,,W ET EDG,None
229,2414D,NA,229,2024-04-05,3,K13,20.051,500.0,4,230.0,2024-04-05 08:40:00,32.7,23.4,33.0,0.09,0.09,,229,2024-04-11,3,0,2024-04-11 08:20:00,500.0,2024-04-11 09:20:00,2024-04-11 09:50:00,OR ET NOIR,,31.0,21.5,30.2,0.09,0.09,NON CENTRI,0,229,2024-04-15,3,0.1,30.0,38.3,23.0,,229,2024-04-15,3,0.0,0.0,0.0,3.6,1,,,W10,None
230,2415A,NA,230,2024-04-09,3,K13,20.0717,500.0,1,230.0,2024-04-09 08:40:00,30.7,22.2,30.1,0.09,0.09,,230,2024-04-15,3,0,2024-04-15 08:05:00,500.0,2024-04-15 09:05:00,2024-04-15 09:00:00,SEDIM 2 JOURS - NOIR,NON CENTRI,37.9,22.9,33.0,0.09,0.09,,0,230,2024-04-16,3,0.1,30.0,29.7,23.7,,230,2024-04-16,3,0.0,0.0,0.0,5.9,3,,,W10,None
231,2415B,NA,231,2024-04-09,3,K13,20.0385,500.0,2,230.0,2024-04-09 08:40:00,30.7,22.2,30.1,0.09,0.09,,231,2024-04-15,3,0,2024-04-15 08:05:00,500.0,2024-04-15 09:05:00,2024-04-15 09:00:00,SEDIM 24H,NON CENTRI,37.9,22.8,33.0,0.09,0.09,,0,231,2024-04-16,3,0.1,30.0,29.8,23.7,,231,2024-04-16,3,0.0,0.0,0.0,5.7,3,,,W10,None
232,2415C,NA,232,2024-04-10,4,K13,20.005,500.0,3,230.0,2024-04-10 07:30:00,31.0,22.0,31.0,0.09,0.09,,232,2024-04-16,3,0,2024-04-16 08:20:00,500.0,2024-04-16 09:20:00,2024-04-16 09:50:00,NOIR,,29.9,23.7,33.0,0.09,0.2,CENTRI HORS BAG LE LENDEMAIN,3,232,2024-04-17,3,0.1,30.0,28.1,22.7,,232,2024-04-17,3,0.0,0.0,0.0,2.6,1,,,APPLI,None
233,2415D,NA,233,2024-04-10,4,K13,20.0885,500.0,4,230.0,2024-04-10 07:30:00,31.0,20.0,31.0,0.09,0.09,,233,2024-04-16,3,0,2024-04-16 08:20:00,500.0,2024-04-16 09:20:00,2024-04-16 09:50:00,NOIR,,29.8,23.8,33.0,0.09,0.09,CENTRI HORS BaG,3,233,2024-04-16,8,0.0,0.0,0.0,0.0,FOR R&D WITH WEMBO LI,233,2024-04-17,8,0.0,0.0,0.0,2.2,1,,,R&D WL,None
234,2315E,NA,234,2024-04-12,4,K14,20.073,500.0,2,230.0,2024-04-12 08:30:00,39.0,23.0,32.0,0.09,0.09,,234,2024-04-18,3,0,2024-04-18 08:10:00,500.0,2024-04-18 09:10:00,2024-04-18 09:45:00,OR ET NOIR,,25.6,21.6,29.9,0.09,0.09,CENTRI HORS BaG - AJOUT BATCH 2415F POUR EQUILIBRER CENTRI,3,234,2024-04-19,3,0.1,30.0,24.2,20.1,,234,2024-04-19,3,0.0,0.0,0.0,2.7,0,,,W10,None
