,numerical_conc_KC8,numerical_Batch_OGD_room_T,categorical_Batch_OGD_Technicien_CD,categorical_Batch_OGD_Technicien_NM,categorical_Batch_OGD_KC8_batch_2023-K01,categorical_Batch_OGD_KC8_batch_2023-K27,categorical_Batch_OGD_KC8_batch_2023-K34,categorical_Batch_OGD_KC8_batch_2023-K39,categorical_Batch_OGD_KC8_batch_2023-K43,categorical_Batch_OGD_KC8_batch_2024-K06,categorical_Batch_OGD_KC8_batch_2024-K15,categorical_Batch_OGD_KC8_batch_2024-K18,categorical_Batch_OGD_KC8_batch_2024-K18A,categorical_Batch_OGD_KC8_batch_2024-K21,categorical_Batch_OGD_KC8_batch_2024-K24,categorical_Batch_OGD_Analyses_0,categorical_Batch_OGD_Analyses_3,categorical_month_production_1,categorical_month_production_6,categorical_month_production_7,categorical_month_production_9,categorical_month_production_10,categorical_day_production_start_1,categorical_day_production_start_2,categorical_day_production_start_5,categorical_day_production_start_6,categorical_day_production_start_9,categorical_day_production_start_11,categorical_day_production_start_13,categorical_day_production_start_19,categorical_day_production_start_23,categorical_day_production_start_27,categorical_exfo_gde_maree_0.0
0,0.7550686622162157,0.12328849512315422,0.1365893431739476,0.06798497300620579,0.2606511878689299,0.05348427933192463,0.17245065636574824,0.06210906386479054,0.0036977347212253917,0.024910197936870902,0.009512399773051695,0.02974811083222827,0.16115321304171332,0.3692694062358825,0.3899944415926125,1.664816595152429,0.18319379653672613,0.14021001887880513,0.004529600411535309,0.12194381292479914,0.051608199385612924,0.10879093187393148,0.021040617459792087,0.3824033838534746,0.04249719178719097,0.3294418416138729,0.09070168646464923,0.147567250179516,0.00535148015490208,0.09383170232331864,0.024416305661972754,0.004727354106400225,0.04127710902214175
